timestamp,index,expiry_tag,expiry_date,offset,index_price,atm,strike,ce,pe,tp,avg_ce,avg_pe,avg_tp,ce_vol,pe_vol,ce_oi,pe_oi,ce_iv,pe_iv,ce_delta,pe_delta,ce_theta,pe_theta,ce_vega,pe_vega,ce_gamma,pe_gamma,ce_rho,pe_rho
29-09-2025 12:22:30,BANKNIFTY,this_month,2025-09-30,800,54296.25,54300,55100,21.7,757.65,779.35,41.62,508.8,550.42,5494020,430360,508760,113330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-09-2025 12:33:30,BANKNIFTY,this_month,2025-09-30,800,54318.7,54300,55100,21.9,716.15,738.05,41.24,512.53,553.77,5603955,437745,502880,113155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
