timestamp,index,expiry_tag,expiry_date,offset,index_price,atm,strike,ce,pe,tp,avg_ce,avg_pe,avg_tp,ce_vol,pe_vol,ce_oi,pe_oi,ce_iv,pe_iv,ce_delta,pe_delta,ce_theta,pe_theta,ce_vega,pe_vega,ce_gamma,pe_gamma,ce_rho,pe_rho
29-09-2025 12:22:30,NIFTY,this_week,2025-09-30,200,24648.95,24650,24850,17.45,174.0,191.45,37.23,107.56,144.79,219376350,80323350,12606000,2048025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-09-2025 12:33:30,NIFTY,this_week,2025-09-30,200,24648.4,24650,24850,17.2,174.45,191.64999999999998,36.86,108.23,145.09,223449675,81165900,12716550,2026125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
