timestamp,index,expiry_tag,expiry_date,offset,index_price,atm,strike,ce,pe,tp,avg_ce,avg_pe,avg_tp,ce_vol,pe_vol,ce_oi,pe_oi,ce_iv,pe_iv,ce_delta,pe_delta,ce_theta,pe_theta,ce_vega,pe_vega,ce_gamma,pe_gamma,ce_rho,pe_rho
29-09-2025 12:22:30,BANKNIFTY,this_week,2025-09-30,300,54296.25,54300,54600,90.0,325.3,415.3,187.68,166.28,353.96000000000004,18734065,17868830,1064700,376250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-09-2025 12:33:30,BANKNIFTY,this_week,2025-09-30,300,54318.7,54300,54600,97.25,298.95,396.2,184.12,168.6,352.72,19490520,18179700,1086995,377825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
