timestamp,index,expiry_tag,expiry_date,offset,index_price,atm,strike,ce,pe,tp,avg_ce,avg_pe,avg_tp,ce_vol,pe_vol,ce_oi,pe_oi,ce_iv,pe_iv,ce_delta,pe_delta,ce_theta,pe_theta,ce_vega,pe_vega,ce_gamma,pe_gamma,ce_rho,pe_rho
29-09-2025 12:22:30,SENSEX,next_week,2025-10-09,-900,80383.98,80400,79500,1545.1,211.9,1757.0,1565.31,173.7,1739.01,160,27840,400,15240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-09-2025 12:33:30,SENSEX,next_week,2025-10-09,-900,80381.92,80400,79500,1545.1,217.25,1762.35,1565.31,174.87,1740.1799999999998,160,28680,400,16280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
