timestamp,index,expiry_tag,expiry_date,offset,index_price,atm,strike,ce,pe,tp,avg_ce,avg_pe,avg_tp,ce_vol,pe_vol,ce_oi,pe_oi,ce_iv,pe_iv,ce_delta,pe_delta,ce_theta,pe_theta,ce_vega,pe_vega,ce_gamma,pe_gamma,ce_rho,pe_rho
29-09-2025 12:22:30,NIFTY,next_week,2025-10-07,150,24648.95,24650,24800,122.0,185.2,307.2,153.49,145.22,298.71000000000004,11745300,10880925,2309100,1845900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-09-2025 12:33:30,NIFTY,next_week,2025-10-07,150,24648.4,24650,24800,120.9,185.65,306.55,152.5,146.13,298.63,12128550,11146125,2357175,1852725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
